A,T,Con,PK,DG,YC,RC,Points,PPG,Season,Squad,Tries,Cons,Pens,Player_join
2,1,0,0,0,0,0,5,2.5,2023/24,2nd,5,0,0,A Moffatt
1,1,0,0,0,0,0,5,5.0,2023/24,2nd,5,0,0,T Mooney
2,0,0,0,0,0,0,0,0.0,2023/24,2nd,0,0,0,M Morgan
2,3,0,0,0,0,0,15,7.5,2023/24,2nd,15,0,0,R Morlen
12,3,0,0,0,0,0,15,1.25,2023/24,2nd,15,0,0,P Morley
11,0,0,0,0,0,0,0,0.0,2023/24,2nd,0,0,0,T Morris
1,0,0,0,0,0,0,0,0.0,2023/24,2nd,0,0,0,S Musgrave
8,1,0,0,0,0,0,5,0.625,2023/24,2nd,5,0,0,G Naylor
3,0,0,0,0,0,0,0,0.0,2023/24,2nd,0,0,0,K Oliveira
4,0,0,0,0,0,0,0,0.0,2023/24,2nd,0,0,0,M Oliver
4,0,0,0,0,0,0,0,0.0,2023/24,2nd,0,0,0,B Pellett
2,0,0,0,0,0,0,0,0.0,2023/24,2nd,0,0,0,G Phillips
10,1,0,0,0,0,0,5,0.5,2023/24,2nd,5,0,0,C Pullen
1,0,0,0,0,0,0,0,0.0,2023/24,2nd,0,0,0,J Radcliffe
1,1,0,0,0,0,0,5,5.0,2023/24,2nd,5,0,0,O Read
3,0,2,0,0,0,0,4,1.3333333333333333,2023/24,2nd,0,4,0,N Roberts
8,2,1,0,0,0,0,12,1.5,2023/24,2nd,10,2,0,O Roberts
14,15,0,0,0,0,0,75,5.357142857142857,2023/24,2nd,75,0,0,W Roberts
9,1,0,0,0,0,0,5,0.5555555555555556,2023/24,2nd,5,0,0,R Salvi
2,1,0,0,0,0,0,5,2.5,2023/24,2nd,5,0,0,O Shay
12,2,15,0,0,0,0,40,3.3333333333333335,2023/24,2nd,10,30,0,R Skinner
6,0,0,0,0,0,0,0,0.0,2023/24,2nd,0,0,0,O Staples
12,9,2,0,0,0,0,49,4.083333333333333,2023/24,2nd,45,4,0,C Taylor
5,1,0,0,0,0,0,5,1.0,2023/24,2nd,5,0,0,A Vickers
11,1,0,0,0,1,0,5,0.45454545454545453,2023/24,2nd,5,0,0,B Watkinson
3,0,0,0,0,0,0,0,0.0,2023/24,2nd,0,0,0,J Weaver
2,2,0,0,0,0,0,10,5.0,2023/24,2nd,10,0,0,H White
2,2,0,0,0,0,0,10,5.0,2023/24,2nd,10,0,0,A Yaffa
3,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,D Anson-Gates
4,2,0,0,0,0,0,10,2.5,2024/25,2nd,10,0,0,D Arnold
1,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,G Arthur
2,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,E Arundell
2,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,B Beard
4,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,G Beet
15,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,H Berry
5,6,5,0,0,0,0,40,8.0,2024/25,2nd,30,10,0,J Billin
1,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,D Blake
3,0,0,0,0,2,0,0,0.0,2024/25,2nd,0,0,0,A Boczek
4,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,D Bowe
6,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,G Brack
2,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,W Bramwell
2,2,0,0,0,0,0,10,5.0,2024/25,2nd,10,0,0,D Bridges
1,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,J Bull
1,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,M Burger
9,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,T Byron
1,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,K Clarke
1,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,G Collins
4,1,0,0,0,0,0,5,1.25,2024/25,2nd,5,0,0,M Crawley-Moore
3,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,B Davis
1,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,R Evans
9,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,R Evans
1,1,1,0,0,0,0,7,7.0,2024/25,2nd,5,2,0,F Fisher
3,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,R Foster
6,2,0,0,0,0,0,10,1.6666666666666667,2024/25,2nd,10,0,0,D Fraser
1,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,J Funnell
2,3,0,0,0,0,0,15,7.5,2024/25,2nd,15,0,0,C Geraghty
8,1,0,0,0,0,0,5,0.625,2024/25,2nd,5,0,0,E Gosling
2,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,B Gray
10,1,5,0,0,1,0,15,1.5,2024/25,2nd,5,10,0,B Green
2,1,0,0,0,0,0,5,2.5,2024/25,2nd,5,0,0,J Griffiths
6,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,D Hammocks
4,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,D Hammocks
1,1,0,0,0,0,0,5,5.0,2024/25,2nd,5,0,0,T Hardisty
6,2,0,0,0,0,0,10,1.6666666666666667,2024/25,2nd,10,0,0,R Harris
2,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,O Hodge
4,0,0,0,0,1,0,0,0.0,2024/25,2nd,0,0,0,D Hulst
3,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,J Jackob
2,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,J Jardim
3,0,2,0,0,0,0,4,1.3333333333333333,2024/25,2nd,0,4,0,J Jenkins
4,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,O Johnston
2,1,1,0,0,0,0,7,3.5,2024/25,2nd,5,2,0,S Johnston
2,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,S Johnston
6,1,0,0,0,0,0,5,0.8333333333333334,2024/25,2nd,5,0,0,G Jones
1,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,O Jones
1,1,0,0,0,0,0,5,5.0,2024/25,2nd,5,0,0,S Kennett
4,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,I Lawal
1,2,0,0,0,0,0,10,10.0,2024/25,2nd,10,0,0,J Lear
5,2,0,0,0,0,0,10,2.0,2024/25,2nd,10,0,0,M Lewis
1,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,S Lindsay
1,0,3,0,0,0,0,6,6.0,2024/25,2nd,0,6,0,L Maker
8,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,J Martin
1,1,0,0,0,0,0,5,5.0,2024/25,2nd,5,0,0,E Martin-Drew
9,1,0,0,0,0,0,5,0.5555555555555556,2024/25,2nd,5,0,0,S Mccarthy
1,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,N Merrion
4,1,0,0,0,0,0,5,1.25,2024/25,2nd,5,0,0,A Moffatt
1,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,T Mooney
1,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,M Morgan
1,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,S Morgan
4,3,1,0,0,1,0,17,4.25,2024/25,2nd,15,2,0,R Morlen
7,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,P Morley
3,1,0,0,0,0,0,5,1.6666666666666667,2024/25,2nd,5,0,0,T Morris
1,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,T Nasta
9,0,0,0,0,1,0,0,0.0,2024/25,2nd,0,0,0,G Naylor
2,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,M Oliver
6,2,0,0,0,0,0,10,1.6666666666666667,2024/25,2nd,10,0,0,N Oliver
1,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,B O'Conor
1,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,J Peaty
4,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,B Pellett
12,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,M Presland
1,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,C Pullen
3,1,2,3,0,0,0,18,6.0,2024/25,2nd,5,4,9,N Roberts
7,4,0,0,0,0,0,20,2.857142857142857,2024/25,2nd,20,0,0,W Roberts
5,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,R Salvi
10,1,0,0,0,0,0,5,0.5,2024/25,2nd,5,0,0,O Shay
3,3,2,0,0,0,0,19,6.333333333333333,2024/25,2nd,15,4,0,P Shepherd
2,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,S Shimizu
5,2,3,1,0,0,0,19,3.8,2024/25,2nd,10,6,3,R Skinner
2,3,1,0,0,0,0,17,8.5,2024/25,2nd,15,2,0,S Spriddell
5,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,O Staples
5,2,0,0,0,0,0,10,2.0,2024/25,2nd,10,0,0,P Thomson
4,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,C Taylor
1,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,B Tottman
1,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,L Waite
8,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,B Watkinson
2,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,J Weaver
2,1,0,0,0,0,0,5,2.5,2024/25,2nd,5,0,0,C Williams
1,0,0,0,0,0,0,0,0.0,2024/25,2nd,0,0,0,D Maynard
