match_id,season,date,date_raw,competition,home_team,away_team,home_score,away_score
944619,2021-2022,2021-10-09,"Saturday, 09 Oct 2021",Harvey's Olympia Sussex 3 Central,East Grinstead II,Royals RFC 1st XV Men,24,27
915639,2021-2022,2021-10-16,"Saturday, 16 Oct 2021",Harvey's Olympia Sussex 3 Central,Newick,East Grinstead II,10,43
915641,2021-2022,2021-10-30,"Saturday, 30 Oct 2021",Harvey's Olympia Sussex 3 Central,East Grinstead II,Brighton & Sussex Medics,58,26
915644,2021-2022,2021-11-13,"Saturday, 13 Nov 2021",Harvey's Olympia Sussex 3 Central,Burgess Hill II,East Grinstead II,,
915646,2021-2022,2021-11-27,"Saturday, 27 Nov 2021",Harvey's Olympia Sussex 3 Central,East Grinstead II,Uckfield II,,
952677,2021-2022,2021-12-11,"Saturday, 11 Dec 2021",Harvey's Olympia Sussex 3 Premier,Crowborough II,East Grinstead II,5,25
955168,2021-2022,2022-01-08,"Saturday, 08 Jan 2022",Harvey's Olympia Sussex 3 Premier,Midhurst,East Grinstead II,0,29
952683,2021-2022,2022-01-15,"Saturday, 15 Jan 2022",Harvey's Olympia Sussex 3 Premier,East Grinstead II,Rye,20,12
952684,2021-2022,2022-01-22,"Saturday, 22 Jan 2022",Harvey's Olympia Sussex 3 Premier,Horsham III (Casuals),East Grinstead II,22,15
952688,2021-2022,2022-01-29,"Saturday, 29 Jan 2022",Harvey's Olympia Sussex 3 Premier,East Grinstead II,Crawley II,23,13
952692,2021-2022,2022-02-12,"Saturday, 12 Feb 2022",Harvey's Olympia Sussex 3 Premier,East Grinstead II,Midhurst,24,5
952698,2021-2022,2022-03-05,"Saturday, 05 Mar 2022",Harvey's Olympia Sussex 3 Premier,East Grinstead II,Horsham III (Casuals),22,0
959356,2021-2022,2022-03-12,"Saturday, 12 Mar 2022",Harvey's Olympia Sussex 3 Premier,Rye,East Grinstead II,10,32
952701,2021-2022,2022-03-26,"Saturday, 26 Mar 2022",Harvey's Olympia Sussex 3 Premier,Crawley II,East Grinstead II,20,38
952704,2021-2022,2022-04-02,"Saturday, 02 Apr 2022",Harvey's Olympia Sussex 3 Premier,East Grinstead II,Crowborough II,,
995325,2022-2023,2022-10-01,"Saturday, 01 Oct 2022",Harvey's Wharf IPA Counties 4 Sussex,Crawley II,East Grinstead II,,
995326,2022-2023,2022-10-15,"Saturday, 15 Oct 2022",Harvey's Wharf IPA Counties 4 Sussex,East Grinstead II,Eastbourne II,25,23
995333,2022-2023,2022-10-22,"Saturday, 22 Oct 2022",Harvey's Wharf IPA Counties 4 Sussex,Uckfield II,East Grinstead II,17,21
995334,2022-2023,2022-10-29,"Saturday, 29 Oct 2022",Harvey's Wharf IPA Counties 4 Sussex,East Grinstead II,St Francis,17,17
995341,2022-2023,2022-11-12,"Saturday, 12 Nov 2022",Harvey's Wharf IPA Counties 4 Sussex,Heathfield & Waldron II,East Grinstead II,22,7
995349,2022-2023,2022-12-03,"Saturday, 03 Dec 2022",Harvey's Wharf IPA Counties 4 Sussex,East Grinstead II,Crawley II,,
1032189,2022-2023,2023-01-07,"Saturday, 07 Jan 2023",Harvey's Wharf IPA Counties 4 Sussex,East Grinstead II,Hove III,43,19
1032182,2022-2023,2023-01-21,"Saturday, 21 Jan 2023",Harvey's Wharf IPA Counties 4 Sussex,Eastbourne II,East Grinstead II,39,24
995361,2022-2023,2023-01-28,"Saturday, 28 Jan 2023",Harvey's Wharf IPA Counties 4 Sussex,St Francis,East Grinstead II,38,19
1034960,2022-2023,2023-02-11,"Saturday, 11 Feb 2023",Harvey's Wharf IPA Counties 4 Sussex,East Grinstead II,Uckfield II,56,10
995365,2022-2023,2023-02-18,"Saturday, 18 Feb 2023",Harvey's Wharf IPA Counties 4 Sussex,East Grinstead II,Heathfield & Waldron II,17,32
995369,2022-2023,2023-03-04,"Saturday, 04 Mar 2023",Harvey's Wharf IPA Counties 4 Sussex,Hove III,East Grinstead II,57,24
1038376,2022-2023,2023-03-25,"Saturday, 25 Mar 2023",Sussex RFU Senior Vase QF,East Grinstead II,Pulborough II,19,26
1083403,2023-2024,2023-09-16,"Saturday, 16 Sep 2023",Harvey's Wharf IPA Counties 4 Sussex Conference,East Grinstead II,Shoreham II,40,0
1083408,2023-2024,2023-09-23,"Saturday, 23 Sep 2023",Harvey's Wharf IPA Counties 4 Sussex Conference,Holbrook,East Grinstead II,19,52
1083415,2023-2024,2023-10-14,"Saturday, 14 Oct 2023",Harvey's Wharf IPA Counties 4 Sussex Conference,East Grinstead II,St Francis,24,7
1083338,2023-2024,2023-10-21,"Saturday, 21 Oct 2023",Harvey's Wharf IPA Counties 4 Sussex East,Newick,East Grinstead II,10,25
1083348,2023-2024,2023-11-18,"Saturday, 18 Nov 2023",Harvey's Wharf IPA Counties 4 Sussex East,Crowborough II,East Grinstead II,,
1094841,2023-2024,2023-11-25,"Saturday, 25 Nov 2023",Sussex RFU Bowl QF,Rye,East Grinstead II,,
1083351,2023-2024,2023-12-02,"Saturday, 02 Dec 2023",Harvey's Wharf IPA Counties 4 Sussex East,East Grinstead II,Hellingly,34,0
1105112,2023-2024,2023-12-09,"Saturday, 09 Dec 2023",Harvey's Wharf IPA Counties 4 Sussex East,East Grinstead II,Heathfield & Waldron II,,
1110973,2023-2024,2024-01-13,"Saturday, 13 Jan 2024",Sussex Friendlies,Shoreham II,East Grinstead II,14,34
